ID	GeneID	geneSymbol	chr	strand	IncLevel1	IncLevel2	PValue	event
317	ENSG00000074416.13_2	MGLL	chr3	-	0.0,0.747,NA,0.246,0.818,0.0,0.0,0.088,0.363,1.0,NA,NA,0.0,0.006,0.0,0.048,1.0,NA,0.0,0.0,NA,0.0,0.687,1.0	NA,1.0,0.0,0.32,1.0,NA,NA,0.201,0.0,0.969,NA,NA,0.942,0.0,NA,0.0,0.326,0.0,0.539,NA	1	MXE
322	ENSG00000197343.10_2	ZNF655	chr7	+	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	1	MXE
323	ENSG00000134283.17_2	PPHLN1	chr12	+	1.0,NA,0.0,NA,NA,NA,NA,NA,0.0,1.0,1.0,NA,1.0,NA,1.0,NA,0.363,NA,NA,0.0,0.0,NA,0.0,NA	NA,0.0,0.464,0.0,1.0,NA,NA,NA,1.0,0.021,0.266,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	1	MXE
324	ENSG00000148444.15_2	COMMD3	chr10	+	1.0,NA,NA,1.0,0.442,NA,NA,1.0,1.0,1.0,0.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,NA	0.954,NA,0.0,1.0,0.638,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	1	MXE
325	ENSG00000148444.15_2	COMMD3	chr10	+	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0	0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
327	ENSG00000102878.16_2	HSF4	chr16	+	0.0,0.0,0.0,0.0,NA,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.067,NA	NA,NA,NA,0.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	1	MXE
328	ENSG00000102878.16_2	HSF4	chr16	+	0.0,0.0,0.0,0.0,NA,0.0,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,NA,NA,0.064,0.0	0.0,0.0,NA,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,NA,NA,NA,NA	1	MXE
329	ENSG00000102878.16_2	HSF4	chr16	+	0.0,0.858,1.0,0.529,0.0,NA,0.0,0.0,0.0,NA,1.0,NA,0.0,1.0,NA,0.0,NA,0.0,NA,1.0,NA,NA,0.0,1.0	0.949,1.0,NA,NA,0.499,0.0,0.0,NA,0.0,1.0,1.0,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	1	MXE
330	ENSG00000102878.16_2	HSF4	chr16	+	0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,NA,0.0,1.0,NA,0.0,NA,0.0,NA,NA,NA,NA,0.0,NA	0.0,NA,NA,NA,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
333	ENSG00000103351.12_2	CLUAP1	chr16	+	0.0,0.0,NA,0.327,NA,1.0,NA,NA,1.0,0.506,NA,NA,0.0,1.0,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,0.0	NA,NA,NA,NA,0.517,NA,NA,0.0,0.885,0.0,0.163,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
335	ENSG00000140416.19_2	TPM1	chr15	+	0.0,0.589,0.0,0.0,0.0,NA,0.0,0.0,0.032,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA	0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.023,0.032,0.0,NA,0.0,0.063,0.0,0.133,NA,0.0,0.0,NA	1	MXE
336	ENSG00000137842.6_2	TMEM62	chr15	+	NA,1.0,NA,NA,1.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,0.079,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,0.0,1.0	1.0,1.0,0.779,NA,NA,NA,NA,NA,0.775,NA,NA,NA,0.42,NA,NA,NA,1.0,NA,NA,0.0	1	MXE
338	ENSG00000141556.20_2	TBCD	chr17	+	0.0,0.0,0.751,0.068,0.0,NA,0.0,0.134,NA,0.0,0.0,0.0,0.0,0.0,0.473,0.0,0.0,1.0,0.0,NA,NA,0.0,0.955,NA	0.217,0.0,0.0,NA,0.204,0.0,0.0,0.0,0.243,0.318,0.0,NA,0.0,0.712,NA,0.553,NA,NA,1.0,NA	1	MXE
339	ENSG00000174373.16_2	RALGAPA1	chr14	-	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,1.0,NA,0.0,NA,NA,NA,0.0,NA,NA,1.0,NA,NA,NA	1	MXE
340	ENSG00000149582.15_2	TMEM25	chr11	+	1.0,NA,NA,1.0,NA,0.0,0.0,1.0,1.0,NA,NA,NA,1.0,0.189,0.0,1.0,NA,0.0,NA,NA,NA,NA,0.625,1.0	0.0,NA,0.0,1.0,1.0,NA,NA,NA,0.0,0.0,0.0,NA,0.036,NA,NA,NA,0.0,NA,NA,NA	1	MXE
341	ENSG00000169918.9_2	OTUD7A	chr15	-	0.0,0.0,NA,0.0,0.0,NA,NA,1.0,NA,NA,NA,NA,0.0,0.775,0.54,NA,0.0,0.0,0.606,NA,NA,0.0,0.386,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
342	ENSG00000172986.12_2	GXYLT2	chr3	+	NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,NA,NA,0.476,NA	NA,1.0,NA,0.0,NA,NA,NA,1.0,NA,NA,0.997,NA,1.0,NA,NA,NA,NA,NA,1.0,NA	1	MXE
356	ENSG00000160408.14_2	ST6GALNAC6	chr9	-	0.0,0.852,0.984,0.651,0.701,0.551,1.0,0.464,NA,0.887,0.794,0.96,0.0,0.779,0.55,1.0,NA,1.0,0.592,1.0,1.0,1.0,0.467,1.0	0.802,0.566,0.277,0.515,0.396,NA,NA,1.0,0.286,0.745,0.775,NA,0.0,0.953,1.0,0.947,0.991,NA,0.238,NA	1	MXE
361	ENSG00000084710.13_1	EFR3B	chr2	+	1.0,0.768,NA,0.472,0.099,0.607,0.0,0.0,0.0,0.0,1.0,NA,1.0,0.332,1.0,NA,NA,1.0,1.0,1.0,0.552,1.0,1.0,0.018	0.815,0.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,0.079,NA,0.826,0.0,NA,0.0,1.0,NA,NA,NA	1	MXE
369	ENSG00000257390.5_2	RP11-762I7.5	chr12	-	0.0,1.0,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,1.0,NA	1	MXE
371	ENSG00000099246.16_1	RAB18	chr10	+	0.0,1.0,0.0,0.286,0.0,NA,NA,NA,0.156,0.0,0.0,1.0,0.0,0.664,NA,0.0,0.0,NA,NA,1.0,0.488,NA,0.452,NA	0.904,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.477,NA,0.0,NA,NA,NA,NA,NA,0.0,NA	1	MXE
373	ENSG00000182473.21_1	EXOC7	chr17	-	0.27,0.074,0.0,0.472,0.788,0.0,NA,0.288,0.486,0.286,0.509,NA,0.167,0.359,0.517,0.057,1.0,0.382,0.472,0.525,0.0,1.0,0.19,0.788	0.479,0.486,0.0,0.72,0.571,NA,NA,0.402,0.062,0.515,0.214,NA,0.407,0.015,NA,0.163,0.083,1.0,0.051,NA	1	MXE
374	ENSG00000132970.12_2	WASF3	chr13	+	1.0,0.062,NA,0.0,0.0,0.0,NA,0.004,0.136,0.0,0.173,NA,1.0,0.177,0.048,NA,0.0,NA,0.076,NA,0.0,NA,0.0,0.293	0.0,0.0,NA,0.057,0.0,NA,NA,NA,0.258,0.0,NA,NA,0.195,0.0,NA,0.0,0.0,NA,0.0,NA	1	MXE
375	ENSG00000132970.12_2	WASF3	chr13	+	1.0,1.0,1.0,0.917,1.0,1.0,NA,0.946,0.774,1.0,1.0,NA,1.0,1.0,0.8,NA,1.0,0.027,0.85,0.425,1.0,1.0,0.941,0.0	0.966,0.537,1.0,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.783,0.0,0.821,1.0,1.0,1.0,NA	1	MXE
376	ENSG00000127995.16_1	CASD1	chr7	+	0.248,1.0,0.727,0.325,0.539,1.0,1.0,0.328,0.762,1.0,NA,NA,0.264,0.356,0.548,1.0,1.0,0.0,0.556,NA,1.0,1.0,0.067,0.0	0.613,0.0,0.341,0.0,1.0,1.0,NA,0.0,0.787,0.447,0.0,1.0,1.0,0.621,0.0,0.653,1.0,NA,0.846,NA	1	MXE
377	ENSG00000182796.13_2	TMEM198B	chr12	+	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
378	ENSG00000182796.13_2	TMEM198B	chr12	+	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
380	ENSG00000157388.14_2	CACNA1D	chr3	+	NA,NA,0.0,NA,0.483,NA,NA,NA,1.0,NA,NA,NA,0.0,1.0,1.0,NA,NA,0.972,1.0,NA,0.0,NA,0.0,NA	0.828,NA,1.0,NA,NA,0.0,0.0,NA,0.0,NA,1.0,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	1	MXE
381	ENSG00000157388.14_2	CACNA1D	chr3	+	NA,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,1.0,NA,1.0,1.0,0.986,NA,1.0,1.0,NA	1.0,1.0,NA,1.0,1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
382	ENSG00000157388.14_2	CACNA1D	chr3	+	NA,NA,1.0,1.0,NA,1.0,NA,0.0,NA,NA,1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,0.0,NA,0.0,1.0	NA,0.0,0.963,1.0,NA,NA,NA,0.0,NA,1.0,0.086,NA,0.0,NA,NA,NA,NA,NA,NA,NA	1	MXE
383	ENSG00000065882.15_2	TBC1D1	chr4	+	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
384	ENSG00000115020.16_2	PIKFYVE	chr2	+	NA,NA,NA,1.0,1.0,NA,NA,NA,0.0,NA,NA,1.0,NA,1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,1.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	1	MXE
386	ENSG00000151067.21_2	CACNA1C	chr12	+	NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0	0.0,0.0,1.0,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,0.0,NA	1	MXE
387	ENSG00000151067.21_2	CACNA1C	chr12	+	NA,0.0,0.0,0.476,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,NA	0.0,0.538,0.329,0.781,0.0,NA,NA,0.0,0.0,0.253,0.0,NA,0.271,0.0,NA,0.0,NA,NA,NA,NA	1	MXE
391	ENSG00000112159.11_1	MDN1	chr6	-	NA,0.0,NA,NA,NA,NA,NA,0.319,NA,0.914,NA,NA,NA,NA,0.497,0.0,NA,NA,0.68,NA,1.0,0.0,1.0,NA	1.0,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,0.155,NA,1.0,0.0,NA,0.0,NA,NA,NA,NA	1	MXE
392	ENSG00000165219.21_2	GAPVD1	chr9	+	NA,NA,0.0,0.0,NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
393	ENSG00000213930.11_2	GALT	chr9	+	NA,NA,NA,0.0,0.0,NA,NA,0.974,NA,NA,0.0,NA,NA,1.0,0.593,NA,NA,NA,0.504,NA,NA,NA,0.0,1.0	1.0,NA,0.0,NA,1.0,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
395	ENSG00000006695.10_1	COX10	chr17	+	NA,0.0,1.0,NA,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA,0.0,0.713,1.0,NA,NA,0.898,1.0,1.0,1.0,0.169,0.0	1.0,0.853,NA,NA,NA,1.0,0.583,0.0,NA,1.0,1.0,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	1	MXE
396	ENSG00000006695.10_1	COX10	chr17	+	NA,NA,1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,0.485,1.0,NA,NA,NA,1.0,1.0,NA,NA,1.0,NA	1.0,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	1	MXE
397	ENSG00000154380.17_2	ENAH	chr1	-	NA,NA,NA,0.0,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,1.0,NA	1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,0.0,NA,0.0,NA,NA,NA,NA	1	MXE
400	ENSG00000275131.2_2	CH17-472G23.4	chr1	-	1.0,0.976,1.0,0.071,NA,0.267,0.347,NA,1.0,0.094,0.045,0.0,1.0,0.333,0.489,0.949,1.0,0.0,0.512,0.47,0.0,NA,0.834,0.172	0.19,0.439,0.816,1.0,0.59,1.0,NA,0.0,1.0,0.245,0.0,NA,0.71,0.755,NA,0.603,0.198,1.0,NA,NA	1	MXE
401	ENSG00000166783.20_2	KIAA0430	chr16	-	NA,0.333,NA,0.167,0.0,1.0,1.0,1.0,0.395,0.0,1.0,0.0,NA,1.0,0.309,NA,NA,0.0,0.318,0.0,NA,NA,0.154,0.412	0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.416,0.979,NA,0.0,0.015,1.0,0.008,0.0,NA,1.0,NA	1	MXE
402	ENSG00000123159.15_2	GIPC1	chr19	-	1.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.05,0.0,NA,NA,1.0,0.0,NA,NA,NA,0.0,NA,0.0,0.0,NA,0.0,NA	0.0,0.0,NA,NA,NA,NA,NA,NA,0.137,0.0,0.0,NA,0.0,NA,NA,NA,0.0,0.0,NA,NA	1	MXE
403	ENSG00000086619.13_1	ERO1B	chr1	-	NA,NA,NA,NA,0.0,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA	0.0,0.0,NA,NA,NA,NA,NA,NA,1.0,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
407	ENSG00000157426.13_1	AASDH	chr4	-	1.0,0.0,NA,0.526,1.0,NA,NA,1.0,0.927,0.0,1.0,0.0,1.0,1.0,0.0,NA,NA,0.0,0.0,0.0,NA,1.0,1.0,0.0	NA,0.022,NA,0.571,1.0,NA,NA,NA,NA,0.388,0.964,NA,NA,0.0,NA,0.0,1.0,NA,NA,NA	1	MXE
408	ENSG00000131051.21_2	RBM39	chr20	-	1.0,NA,0.386,0.443,0.938,0.991,NA,0.547,0.962,1.0,1.0,0.533,1.0,1.0,0.526,NA,1.0,1.0,0.418,0.841,1.0,1.0,1.0,0.065	0.101,1.0,1.0,0.012,1.0,1.0,1.0,1.0,1.0,0.555,0.807,NA,0.947,0.0,1.0,0.106,1.0,NA,0.643,1.0	1	MXE
409	ENSG00000131051.21_2	RBM39	chr20	-	NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,0.302,NA,NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0	0.0,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,NA,NA,0.0,NA	1	MXE
412	ENSG00000144040.12_2	SFXN5	chr2	-	NA,NA,NA,0.694,NA,0.0,NA,NA,0.0,1.0,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,0.016,1.0,1.0,1.0,0.0	1.0,NA,NA,0.258,NA,NA,NA,NA,1.0,0.521,NA,NA,NA,0.207,NA,0.107,NA,0.0,NA,NA	1	MXE
414	ENSG00000157800.17_1	SLC37A3	chr7	-	0.0,NA,NA,0.783,0.0,NA,NA,0.0,0.0,NA,0.215,NA,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA	0.398,NA,0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
415	ENSG00000196876.9	SCN8A	chr12	+	0.0,0.0,0.0,0.244,0.273,0.0,NA,0.0,NA,0.0,NA,NA,0.0,0.701,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,0.333,1.0	NA,0.0,0.0,0.339,0.0,NA,NA,NA,NA,0.061,0.13,NA,NA,0.103,0.0,0.115,0.0,NA,0.0,NA	1	MXE
416	ENSG00000248751.6_2	RP1-130H16.18	chr22	-	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
420	ENSG00000185760.15_2	KCNQ5	chr6	+	0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,1.0,NA	0.0,0.815,NA,NA,1.0,0.0,NA,1.0,0.0,0.0,0.423,NA,0.0,NA,NA,NA,1.0,NA,0.0,NA	1	MXE
421	ENSG00000175309.14_2	PHYKPL	chr5	-	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,1.0,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
423	ENSG00000171475.13_1	WIPF2	chr17	+	0.0,1.0,NA,0.0,1.0,NA,NA,NA,1.0,NA,0.0,NA,0.0,0.406,0.0,NA,NA,NA,0.0,NA,NA,0.016,NA,NA	NA,0.0,NA,0.0,0.167,1.0,1.0,NA,1.0,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
424	ENSG00000171475.13_1	WIPF2	chr17	+	NA,0.633,1.0,0.076,NA,0.0,1.0,0.299,1.0,1.0,0.0,0.0,NA,0.12,1.0,NA,1.0,NA,1.0,1.0,NA,0.451,1.0,NA	0.907,1.0,1.0,1.0,0.0,NA,NA,NA,0.63,0.692,1.0,1.0,NA,0.0,NA,NA,0.0,NA,1.0,NA	1	MXE
425	ENSG00000183023.18_2	SLC8A1	chr2	-	NA,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.027,0.0,NA,0.0,0.0,0.0,0.0,NA	1	MXE
426	ENSG00000183023.18_2	SLC8A1	chr2	-	NA,NA,NA,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,NA,0.0,0.0	0.656,0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA	1	MXE
427	ENSG00000183023.18_2	SLC8A1	chr2	-	1.0,1.0,NA,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,NA,1.0,NA,1.0,NA,1.0,1.0	0.411,NA,1.0,NA,1.0,NA,NA,NA,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,NA,NA	1	MXE
428	ENSG00000183023.18_2	SLC8A1	chr2	-	NA,NA,NA,1.0,0.591,NA,NA,1.0,0.956,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,1.0,NA,1.0,1.0	1.0,1.0,1.0,NA,NA,NA,NA,NA,1.0,1.0,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	1	MXE
437	ENSG00000273018.5_2	CTD-2303H24.2	chr17	-	NA,NA,1.0,0.599,1.0,1.0,NA,NA,NA,1.0,0.0,0.0,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA,NA,0.0,1.0	NA,1.0,NA,0.411,NA,NA,NA,1.0,NA,0.0,1.0,NA,NA,NA,NA,NA,NA,1.0,1.0,NA	1	MXE
441	ENSG00000023228.13_2	NDUFS1	chr2	-	0.039,0.597,0.0,0.421,1.0,NA,1.0,0.0,0.744,0.21,NA,1.0,0.034,NA,1.0,0.0,NA,0.022,1.0,1.0,0.0,0.0,0.234,NA	0.359,NA,NA,0.701,NA,NA,NA,0.0,0.0,0.317,0.02,NA,0.954,0.0,0.933,0.0,NA,NA,NA,NA	1	MXE
442	ENSG00000217555.12_2	CKLF	chr16	+	NA,NA,NA,NA,0.939,1.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	1.0,NA,NA,NA,NA,0.0,0.0,NA,NA,0.0,0.0,NA,0.446,NA,NA,NA,NA,NA,NA,NA	1	MXE
443	ENSG00000171877.20_2	FRMD5	chr15	-	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA,NA,NA,NA,NA	0.501,NA,NA,1.0,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA	1	MXE
444	ENSG00000137210.13_2	TMEM14B	chr6	+	NA,0.0,NA,NA,NA,NA,NA,1.0,1.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,0.11,0.935	0.0,NA,1.0,0.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	1	MXE
445	ENSG00000137210.13_2	TMEM14B	chr6	+	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464,0.0,NA,0.0,NA,NA,NA,NA	1	MXE
446	ENSG00000100731.15_2	PCNX1	chr14	+	0.0,NA,NA,0.0,1.0,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,NA,NA,1.0,0.0,0.0,NA,NA,1.0,0.107	0.375,0.017,1.0,0.0,NA,NA,NA,NA,0.053,NA,0.514,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,NA	1	MXE
447	ENSG00000100731.15_2	PCNX1	chr14	+	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
449	ENSG00000111906.17_1	HDDC2	chr6	-	0.0,0.179,NA,0.0,NA,NA,NA,0.0,0.412,NA,0.0,NA,0.0,0.71,0.176,NA,NA,NA,0.145,NA,NA,NA,0.0,0.0	0.0,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,NA,0.0,NA	1	MXE
450	ENSG00000080503.21_2	SMARCA2	chr9	+	0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,NA,0.023,0.0,0.0	0.0,0.26,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA	1	MXE
454	ENSG00000230189.6_1	GS1-124K5.2	chr7	-	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA	1	MXE
455	ENSG00000079102.16_2	RUNX1T1	chr8	-	NA,0.0,0.0,0.073,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA	NA,0.0,NA,0.754,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,0.0,NA	1	MXE
456	ENSG00000129103.17_2	SUMF2	chr7	+	NA,NA,1.0,0.0,NA,1.0,NA,1.0,0.0,NA,0.0,NA,0.0,0.516,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,0.853,NA,NA,NA,0.0,NA,NA,NA	1	MXE
457	ENSG00000129103.17_2	SUMF2	chr7	+	NA,NA,NA,1.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0,1.0,NA,NA,NA	0.672,NA,NA,NA,NA,NA,NA,NA,0.794,0.823,0.598,NA,1.0,NA,NA,NA,NA,NA,NA,NA	1	MXE
458	ENSG00000129103.17_2	SUMF2	chr7	+	NA,NA,NA,0.185,NA,NA,NA,NA,0.0,NA,0.0,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,1.0,NA,0.0,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,0.679,NA,NA,NA,0.0,NA,NA,NA	1	MXE
459	ENSG00000133424.20_2	LARGE1	chr22	-	0.0,0.275,0.0,0.463,0.165,0.014,0.0,0.0,0.198,0.188,0.816,NA,0.0,0.371,0.031,NA,0.0,1.0,0.0,1.0,0.0,NA,0.275,0.0	0.679,0.168,0.024,0.165,0.0,NA,NA,NA,0.076,0.888,0.25,NA,0.0,0.383,NA,0.428,1.0,NA,0.0,NA	1	MXE
