ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
276	"ENSG00000148985.19_2"	"PGAP2"	chr11	+	3832479	3832654	3845112	3845365	3829523	3829545	3845499	3845594	276	0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,21,0,17,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,3,10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	6,0,50,0,16,0,0,0,0,45,0,0,12,25,0,2,0,0,0,0	325	403	1	1.0	NA,NA,NA,0.321,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,0.0	0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,0.0,0.0,NA,0.0,NA,NA,NA,NA	0.053
279	"ENSG00000119522.16_2"	"DENND1A"	chr9	-	126371714	126371760	126392654	126392755	126345447	126345549	126414291	126414402	279	0,6,77,18,23,0,23,0,9,10,135,0,1,52,66,0,13,2,26,210,13,0,25,1	0,3,0,0,0,0,188,0,0,0,0,0,0,0,1,0,0,2,0,0,0,88,0,0	24,12,12,24,14,7,3,36,42,11,12,0,14,23,0,19,72,0,0,0	2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0	251	196	1	1.0	NA,0.61,1.0,1.0,1.0,NA,0.087,NA,1.0,1.0,1.0,NA,1.0,1.0,0.981,NA,1.0,0.438,1.0,1.0,1.0,0.0,1.0,1.0	0.904,0.101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,0.904,NA,NA,NA	-0.079
280	"ENSG00000119522.16_2"	"DENND1A"	chr9	-	126531792	126531842	126554865	126554909	126519981	126520101	126641229	126641300	280	0,0,0,41,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0	72,0,1,0,85,0,0,147,0,0,0,0,60,0,46,83,0,0,32,0,0,0,0,0	19,0,0,0,13,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0	33,0,0,34,5,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0	194	200	1	1.0	0.0,NA,0.0,1.0,0.046,NA,NA,0.014,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,0.0,1.0,NA,NA,NA,NA	0.372,NA,NA,0.0,0.728,NA,NA,NA,NA,0.0,1.0,NA,1.0,NA,NA,NA,0.0,NA,NA,NA	-0.237
282	"ENSG00000125734.14_2"	"GPR108"	chr19	-	6735632	6735715	6735918	6735969	6734193	6734318	6736602	6736722	282	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,35,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,74,0,0,0,0,0,0,0,8,1,0,42,0,0,0,0,0,0,0	201	233	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA	-0.2
283	"ENSG00000119541.9_2"	"VPS4B"	chr18	-	61064266	61064486	61066474	61066556	61060641	61060782	61067280	61067429	283	0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11	0,0,0,22,0,5,0,1,0,0,0,0,0,53,0,0,0,0,0,0,16,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	37,6,9,0,0,0,0,0,0,116,0,0,5,0,0,0,0,0,31,482	232	370	1	1.0	NA,NA,1.0,0.303,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,1.0	0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,0.0	0.288
284	"ENSG00000102606.17_2"	"ARHGEF7"	chr13	+	111806251	111806338	111857635	111857720	111767623	111768038	111862218	111862349	284	0,0,0,0,0,41,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1	5,37,13,4,14,2,0,0,3,0,139,55,3,0,37,1,0,18,17,159,0,0,10,42	0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0	36,21,7,60,0,0,0,36,48,22,262,0,0,0,0,1,0,0,0,0	237	235	1	1.0	0.0,0.0,0.0,0.0,0.0,0.953,NA,NA,0.398,NA,0.0,0.0,0.248,NA,0.051,0.0,NA,0.0,0.055,0.0,NA,NA,0.0,0.023	0.0,0.0,0.0,0.188,NA,NA,NA,0.0,0.0,0.0,0.0,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	-0.017
285	"ENSG00000102606.17_2"	"ARHGEF7"	chr13	+	111811373	111811436	111857635	111857720	111806251	111806338	111862218	111862349	285	0,0,43,10,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,3,0	88,106,69,83,14,19,0,4,6,0,139,55,47,15,38,1,0,18,19,255,0,0,17,42	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0	73,76,160,61,3,0,0,36,48,30,262,0,4,120,0,93,94,1,0,0	213	235	1	1.0	0.0,0.0,0.407,0.117,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.028,0.943,NA,0.0,0.0,0.0,NA,NA,0.163,0.0	0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,0.688,NA,NA	0.038
286	"ENSG00000102606.17_2"	"ARHGEF7"	chr13	+	111857635	111857720	111862218	111862349	111806060	111806338	111870025	111870227	286	40,5,56,54,0,15,0,4,3,0,0,0,23,15,1,0,0,0,2,27,0,0,2,0	78,321,0,101,117,0,0,69,0,52,314,98,55,0,71,0,52,0,42,49,0,124,34,45	0,55,77,0,3,0,0,0,0,4,0,0,4,60,0,47,94,1,0,0	222,26,137,72,13,62,33,1,117,232,564,0,64,133,7,81,117,0,53,0	235	281	1	1.0	0.38,0.018,1.0,0.39,0.0,1.0,NA,0.065,1.0,0.0,0.0,0.0,0.333,1.0,0.017,NA,0.0,NA,0.054,0.397,NA,0.0,0.066,0.0	0.0,0.717,0.402,0.0,0.216,0.0,0.0,0.0,0.0,0.02,0.0,NA,0.07,0.35,0.0,0.41,0.49,1.0,0.0,NA	0.082
287	"ENSG00000102606.17_2"	"ARHGEF7"	chr13	+	111857635	111857720	111862218	111862349	111811373	111811436	111870025	111870227	287	0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	78,321,0,101,117,0,0,69,0,52,314,98,55,0,71,0,52,0,42,49,0,124,34,44	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	222,26,137,71,13,62,33,1,117,232,564,0,64,133,7,81,108,2,53,0	235	281	1	1.0	0.0,0.0,NA,0.0,0.0,NA,NA,0.675,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA	0.042
290	"ENSG00000091157.13_2"	"WDR7"	chr18	+	54483261	54483375	54547174	54547396	54448763	54448887	54591152	54591339	290	3,20,59,11,1,31,0,19,1,0,0,0,5,0,3,2,1,0,1,0,0,2,7,22	1,147,0,66,30,64,0,2,126,30,78,0,1,393,68,63,6,43,41,149,56,0,35,10	31,0,42,88,1,0,0,67,42,47,17,1,19,12,0,4,0,0,43,0	7,195,40,2,0,0,0,0,111,129,227,0,9,75,0,40,0,0,62,0	264	372	1	1.0	0.809,0.161,1.0,0.19,0.045,0.406,NA,0.93,0.011,0.0,0.0,NA,0.876,0.0,0.059,0.043,0.19,0.0,0.033,0.0,0.0,1.0,0.22,0.756	0.862,0.0,0.597,0.984,1.0,NA,NA,1.0,0.348,0.339,0.095,1.0,0.748,0.184,NA,0.124,NA,NA,0.494,NA	-0.249
291	"ENSG00000119537.15_1"	"KDSR"	chr18	-	61011642	61011726	61018120	61018312	61006032	61006116	61022436	61022532	291	0,0,65,8,8,0,0,0,1,0,0,0,0,0,2,0,0,0,0,154,0,0,10,78	41,1,0,0,0,0,0,0,2,4,0,0,24,0,0,0,0,0,0,59,0,0,0,22	0,0,0,0,0,0,0,0,9,88,16,0,0,0,0,0,1,0,0,0	0,0,0,49,0,0,0,0,0,55,0,0,0,0,0,0,4,0,0,0	342	234	1	1.0	0.0,0.0,1.0,1.0,1.0,NA,NA,NA,0.255,0.0,NA,NA,0.0,NA,1.0,NA,NA,NA,NA,0.641,NA,NA,1.0,0.708	NA,NA,NA,0.0,NA,NA,NA,NA,1.0,0.523,1.0,NA,NA,NA,NA,NA,0.146,NA,NA,NA	0.017
292	"ENSG00000127419.16_2"	"TMEM175"	chr4	+	945433	945505	946154	946238	944994	945046	946977	947142	292	0,0,0,0,6,0,0,0,0,0,40,0,0,0,0,0,0,165,0,0,16,0,9,0	0,136,5,15,0,181,0,0,4,3,0,0,0,82,0,0,0,8,1,52,0,0,11,15	14,30,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	29,71,43,99,3,0,0,0,0,112,0,0,50,66,0,40,49,0,0,0	222	234	1	1.0	NA,0.0,0.0,0.0,1.0,0.0,NA,NA,0.0,0.0,1.0,NA,NA,0.0,NA,NA,NA,0.956,0.0,0.0,1.0,NA,0.463,0.0	0.337,0.308,0.0,0.031,0.0,NA,NA,NA,NA,0.0,NA,NA,0.0,0.016,NA,0.0,0.0,NA,NA,NA	0.225
293	"ENSG00000127419.16_2"	"TMEM175"	chr4	+	945469	945505	946154	946238	944994	945046	946977	947142	293	0,95,0,20,8,4,179,0,0,0,16,0,0,0,0,0,0,29,0,0,0,0,4,9	0,136,5,15,0,181,0,0,4,3,0,0,0,82,0,0,0,8,1,52,0,0,11,15	0,7,0,0,3,0,0,48,0,0,0,0,42,0,0,0,4,0,0,0	29,71,43,99,3,0,0,0,0,112,0,0,50,66,0,40,49,0,0,0	186	234	1	1.0	NA,0.468,0.0,0.627,1.0,0.027,1.0,NA,0.0,0.0,1.0,NA,NA,0.0,NA,NA,NA,0.82,0.0,0.0,NA,NA,0.314,0.43	0.0,0.11,0.0,0.0,0.557,NA,NA,1.0,NA,0.0,NA,NA,0.514,0.0,NA,0.0,0.093,NA,NA,NA	0.172
300	"ENSG00000118495.18_1"	"PLAGL1"	chr6	-	144281605	144281679	144285923	144285955	144269121	144269597	144290043	144290115	300	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,33,0,0,0,0	182	224	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	-0.333
301	"ENSG00000118495.18_1"	"PLAGL1"	chr6	-	144281605	144281679	144285923	144287367	144269121	144269597	144290043	144290115	301	217,0,12,111,99,39,0,0,0,0,20,0,57,58,0,94,61,0,0,0,0,0,24,14	0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	25,91,63,33,41,15,10,37,0,7,644,0,0,109,0,44,5,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,33,0,0,0,0	1594	224	1	1.0	1.0,NA,1.0,1.0,0.279,1.0,NA,NA,NA,NA,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,NA,0.235,NA,0.158,1.0,NA,NA,NA	0.064
303	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179046269	179046408	179047892	179048036	179045145	179045324	179048242	179048398	303	49,0,19,72,143,0,0,0,200,7,0,0,33,4,27,0,0,0,12,107,155,52,23,70	48,0,0,0,5,0,139,66,0,0,2,0,36,0,26,49,0,0,11,0,0,43,2,0	0,0,0,18,11,23,5,2,54,23,0,0,78,104,0,64,0,0,6,0	0,0,71,0,0,0,0,4,0,0,33,0,0,23,0,13,0,0,24,0	294	289	1	1.0	0.501,NA,1.0,1.0,0.966,NA,0.0,0.0,1.0,1.0,0.0,NA,0.474,1.0,0.505,0.0,NA,NA,0.517,1.0,1.0,0.543,0.919,1.0	NA,NA,0.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,0.0,NA,1.0,0.816,NA,0.829,NA,NA,0.197,NA	-0.052
304	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179047892	179048036	179048242	179048398	179046269	179046408	179050037	179050165	304	16,0,61,37,29,0,0,1,46,6,40,19,8,33,53,56,2,21,23,0,2,0,1,24	16,205,5,31,20,0,0,8,18,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0	43,13,189,1,0,1,0,49,7,31,0,0,40,123,0,84,5,0,0,0	0,0,0,0,0,0,0,0,0,23,11,0,0,61,0,46,0,0,5,0	306	294	1	1.0	0.49,0.0,0.921,0.534,0.582,NA,NA,0.107,0.711,1.0,1.0,1.0,0.523,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA,0.121,1.0	1.0,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,0.564,0.0,NA,1.0,0.66,NA,0.637,1.0,NA,0.0,NA	-0.026
305	"ENSG00000092108.20_2"	"SCFD1"	chr14	+	31097414	31097485	31099682	31099771	31091524	31091605	31103152	31103243	305	0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,42,8,0,0,88,128,0,0,0,0,0,63,0,10,0,41,0,0,0,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	46,0,5,0,0,0,0,0,16,32,45,0,7,46,0,31,0,0,0,0	221	239	1	1.0	NA,NA,0.0,0.0,0.575,NA,NA,0.0,0.056,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,0.0	0.0,NA,0.0,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,NA,NA,NA,NA	0.07
306	"ENSG00000092108.20_2"	"SCFD1"	chr14	+	31103152	31103243	31108982	31109070	31099682	31099771	31112521	31112611	306	0,0,0,30,0,0,0,88,124,4,0,0,0,0,0,55,0,0,0,0,0,0,0,2	0,0,68,10,25,9,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0	1,0,0,0,2,0,0,0,16,16,69,0,7,46,0,31,0,0,0,0	22,0,0,35,4,34,24,0,46,21,0,0,1,0,0,0,0,0,0,0	241	238	1	1.0	NA,NA,0.0,0.748,0.0,0.0,NA,1.0,0.714,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,1.0	0.043,NA,NA,0.0,0.331,0.0,0.0,NA,0.256,0.429,1.0,NA,0.874,1.0,NA,1.0,NA,NA,NA,NA	0.098
307	"ENSG00000126883.16_1"	"NUP214"	chr9	+	134062675	134062751	134064439	134064518	134053697	134053797	134067594	134067679	307	0,0,0,0,0,29,0,0,0,0,16,0,0,66,0,0,0,0,0,158,0,0,0,0	0,0,0,0,0,0,0,67,0,6,0,2,0,72,0,1,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,30,5,0,12,0,0,0,0,0,0,0,17,0	0,0,0,0,0,0,0,0,2,0,28,0,68,0,0,0,6,0,0,0	226	229	1	1.0	NA,NA,NA,NA,NA,1.0,NA,0.0,NA,0.0,1.0,0.0,NA,0.482,NA,0.0,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,1.0,NA,NA,NA,NA,1.0,0.717,NA,0.303,NA,0.0,NA,NA,NA,0.0,NA,1.0,NA	-0.139
308	"ENSG00000126883.16_1"	"NUP214"	chr9	+	134064439	134064518	134067594	134067679	134062675	134062751	134070619	134070681	308	0,0,0,5,19,0,0,16,0,0,0,0,0,75,0,74,0,0,0,151,0,0,0,2	0,0,0,0,15,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22	45,1,18,0,4,7,2,53,5,67,6,0,22,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	229	235	1	1.0	NA,NA,NA,1.0,0.565,NA,NA,0.204,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,0.085	1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,0.972,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	-0.304
312	"ENSG00000149557.12_2"	"FEZ1"	chr11	-	125333379	125333466	125351429	125351529	125330393	125330562	125359362	125359718	312	10,0,0,9,6,133,34,35,10,0,2,0,16,15,8,3,6,0,5,101,14,5,8,3	3,0,45,38,18,250,0,0,76,10,7,0,9,64,40,0,0,0,13,71,1,3,7,0	66,3,31,3,7,0,0,0,75,9,14,0,4,0,0,0,6,0,0,0	128,56,72,53,0,0,0,0,4,67,86,0,27,63,8,37,102,0,2,0	250	237	1	1.0	0.76,NA,0.0,0.183,0.24,0.335,1.0,1.0,0.111,0.0,0.213,NA,0.628,0.182,0.159,1.0,1.0,NA,0.267,0.574,0.93,0.612,0.52,1.0	0.328,0.048,0.29,0.051,1.0,NA,NA,NA,0.947,0.113,0.134,NA,0.123,0.0,0.0,0.0,0.053,NA,0.0,NA	0.29
314	"ENSG00000164619.8_1"	"BMPER"	chr7	+	34097670	34097775	34101613	34101659	34094774	34094915	34118468	34118798	314	0,0,0,34,0,36,0,0,0,0,0,0,0,59,36,0,0,0,21,101,0,0,4,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0	41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,15,0,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0	255	196	1	1.0	NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,0.0,1.0,1.0,NA,NA,1.0,NA	1.0,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,0.0,NA,0.0,NA,NA,NA,NA	0.542
315	"ENSG00000225241.3"	"RP11-640M9.2"	chr1	+	144606837	144607061	144614839	144614993	144606368	144606510	144615095	144615303	315	0,0,9,0,7,0,0,0,0,0,0,0,0,0,22,0,0,0,10,0,0,0,2,3	0,0,0,10,23,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17	0,0,0,28,18,105,27,0,0,19,0,0,0,0,0,0,0,0,0,0	0,0,0,16,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0	374	304	1	1.0	NA,NA,1.0,0.0,0.198,NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,0.125	NA,NA,NA,0.587,1.0,1.0,1.0,0.0,NA,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.205
317	"ENSG00000074416.13_2"	"MGLL"	chr3	-	127413817	127414033	127429418	127429508	127410959	127411166	127439895	127440006	317	0,256,0,13,50,0,0,2,5,1,0,0,0,1,0,1,173,0,0,0,0,0,7,15	65,109,0,74,14,243,121,26,11,2,0,0,36,225,135,25,0,0,77,233,0,45,9,0	0,21,0,12,2,0,0,3,0,25,0,0,13,0,0,0,20,0,14,0	6,0,24,32,32,0,0,17,23,2,5,0,1,42,0,39,52,1,16,0	240	366	1	1.0	0.0,0.782,NA,0.211,0.845,0.0,0.0,0.105,0.409,0.433,NA,NA,0.0,0.007,0.0,0.057,1.0,NA,0.0,0.0,NA,0.0,0.543,1.0	0.0,1.0,0.0,0.364,0.087,NA,NA,0.212,0.0,0.95,0.0,NA,0.952,0.0,NA,0.0,0.37,0.0,0.572,NA	-0.017
322	"ENSG00000197343.10_2"	"ZNF655"	chr7	+	99159510	99159596	99168882	99169002	99158155	99158318	99169310	99169415	322	0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0	236	270	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	1.0
323	"ENSG00000134283.17_2"	"PPHLN1"	chr12	+	42748962	42749024	42768664	42768876	42729684	42729776	42781257	42781337	323	181,0,0,0,0,0,0,0,0,22,5,0,101,0,2,0,2,0,0,0,0,0,0,0	7,0,57,0,0,0,0,10,11,1,0,0,4,0,0,0,5,0,0,123,52,0,15,0	0,0,28,0,2,0,0,0,8,1,12,0,0,0,0,0,0,0,0,0	0,97,46,43,8,0,0,0,8,90,121,0,16,98,0,39,0,0,0,0	212	362	1	1.0	0.978,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.974,1.0,NA,0.977,NA,1.0,NA,0.406,NA,NA,0.0,0.0,NA,0.0,NA	NA,0.0,0.51,0.0,0.299,NA,NA,NA,0.631,0.019,0.145,NA,0.0,0.0,NA,0.0,NA,NA,NA,NA	0.284
324	"ENSG00000148444.15_2"	"COMMD3"	chr10	+	22606812	22606924	22607200	22607235	22604902	22605485	22607581	22607642	324	73,0,0,16,18,0,0,58,2,8,0,0,70,2,37,24,38,93,17,0,0,0,3,0	0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0	117,0,0,26,5,0,0,0,0,31,32,0,26,0,0,0,0,0,0,0	4,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	262	185	1	1.0	1.0,NA,NA,1.0,0.443,NA,NA,1.0,1.0,1.0,0.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,NA	0.954,NA,0.0,1.0,0.638,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.097
325	"ENSG00000148444.15_2"	"COMMD3"	chr10	+	22607033	22607097	22607200	22607235	22605373	22605485	22607581	22607642	325	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10	0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	4,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	214	185	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0	0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.5
327	"ENSG00000102878.16_2"	"HSF4"	chr16	+	67201205	67201305	67201363	67201502	67201022	67201125	67201726	67201850	327	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	2,98,39,4,0,64,0,0,1,12,0,0,0,0,0,0,0,106,0,0,0,0,16,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,5,4,0,0,23,47,0,0,0,0,6,0,9,0,0,0,0	250	289	1	1.0	0.0,0.0,0.0,0.0,NA,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.067,NA	NA,NA,NA,0.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	0.007
328	"ENSG00000102878.16_2"	"HSF4"	chr16	+	67201205	67201305	67201377	67201502	67201022	67201125	67201726	67201850	328	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	2,177,87,31,0,64,0,0,1,12,10,0,0,28,0,0,0,106,0,13,0,0,16,8	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	113,5,0,6,9,0,0,23,47,4,236,0,25,35,0,25,0,0,0,0	250	275	1	1.0	0.0,0.0,0.0,0.0,NA,0.0,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,NA,NA,0.064,0.0	0.0,0.0,NA,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,NA,NA,NA,NA	0.005
329	"ENSG00000102878.16_2"	"HSF4"	chr16	+	67201377	67201502	67201726	67201850	67201022	67201125	67202733	67202839	329	0,79,48,27,0,0,0,0,0,0,10,0,0,28,0,0,0,0,0,13,0,0,0,8	163,13,0,24,13,0,54,22,9,0,0,0,95,0,0,75,0,6,0,0,0,0,5,0	113,5,0,0,5,0,0,0,0,4,236,0,0,29,0,16,0,0,0,0	6,0,0,0,5,40,17,0,46,0,0,0,0,0,0,0,0,0,0,0	275	274	1	1.0	0.0,0.858,1.0,0.529,0.0,NA,0.0,0.0,0.0,NA,1.0,NA,0.0,1.0,NA,0.0,NA,0.0,NA,1.0,NA,NA,0.0,1.0	0.949,1.0,NA,NA,0.499,0.0,0.0,NA,0.0,1.0,1.0,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	-0.246
330	"ENSG00000102878.16_2"	"HSF4"	chr16	+	67201377	67201502	67201726	67201850	67201205	67201305	67202733	67202839	330	0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0	163,13,0,24,13,0,54,22,1,0,0,0,95,0,0,75,0,6,0,0,0,0,5,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	6,0,0,0,5,40,17,0,46,0,0,0,0,0,0,0,0,0,0,0	275	274	1	1.0	0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,NA,0.0,1.0,NA,0.0,NA,0.0,NA,NA,NA,NA,0.0,NA	0.0,NA,NA,NA,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.083
